"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1349942522445930500","https://twitter.com/paulapivat/status/1349942522445930500","@McdonnellCallum Going through #ship30for30 now, planning on continuing too! 

Here's one (of many) benefits i've received from the program 👇 

https://t.co/ipCX0kKqwM","2021-01-15 04:52 +0000","5.0","1.0","0.2","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349929679986151425","https://twitter.com/paulapivat/status/1349929679986151425","Day 12:

https://t.co/Lzo8T44O16","2021-01-15 04:01 +0000","44.0","1.0","0.022727272727272728","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349924443045339139","https://twitter.com/paulapivat/status/1349924443045339139","Injecting this tweet into my veins 💉 https://t.co/WRIZHlBQrB","2021-01-15 03:40 +0000","129.0","7.0","0.05426356589147287","0.0","0.0","4.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349912857446498310","https://twitter.com/paulapivat/status/1349912857446498310","The future of education doesn't actually have to be in the future.

We have the tools right now. 

If you're reading this, you're already using a very powerful tool👇

#ship30for30 https://t.co/775b6AIe3T","2021-01-15 02:54 +0000","189.0","13.0","0.06878306878306878","1.0","0.0","4.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349606002799218688","https://twitter.com/paulapivat/status/1349606002799218688","@LifeWorkMatters @dickiebush Very nicely written! 🙌","2021-01-14 06:35 +0000","59.0","3.0","0.05084745762711865","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349605590679527427","https://twitter.com/paulapivat/status/1349605590679527427","@andrewlogemann I have to check out Atomic Habits, I've been a follower of Tiny Habits by BJFogg , also highly recommended 🙌","2021-01-14 06:33 +0000","65.0","3.0","0.046153846153846156","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349605253746810880","https://twitter.com/paulapivat/status/1349605253746810880","@nathanscheever I have definitely killed two stones 🪨🪨 with one bird before 🐦 😆","2021-01-14 06:32 +0000","21.0","1.0","0.047619047619047616","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349553798520311810","https://twitter.com/paulapivat/status/1349553798520311810","Day 11:

#ship30for30 

https://t.co/ipCX0kKqwM","2021-01-14 03:07 +0000","92.0","3.0","0.03260869565217391","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349545914587779072","https://twitter.com/paulapivat/status/1349545914587779072","How do we learn to weather storms ? ⛈️

In spite of a global pandemic and rising societal tensions, how can we persist?

Here's how I found an answer through #ship30for30 👇 https://t.co/T4kwDWGfok","2021-01-14 02:36 +0000","305.0","32.0","0.10491803278688525","1.0","3.0","3.0","2.0","0.0","0.0","13.0","0.0","0","0","0","0","0","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349355169742352385","https://twitter.com/paulapivat/status/1349355169742352385","@maggieb628 Thanks Margaret!","2021-01-13 13:58 +0000","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349352323563225089","https://twitter.com/paulapivat/status/1349352323563225089","Day 48: #66daysofdata

- Back to Python4Everyone, learned basics of Networking Protocol 
- wrote a simple web browser using the socket module (really cool)
- did the same thing using urllib module (even cooler!) https://t.co/IXjtFEhug2","2021-01-13 13:47 +0000","83.0","8.0","0.0963855421686747","0.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349350001940463620","https://twitter.com/paulapivat/status/1349350001940463620","@iainoverton @gvwilson @Chartwells_UK @BootstrapCook It's actually easier to get a sense for nutritional intake from the left picture, imo, but your point well taken.","2021-01-13 13:38 +0000","1436.0","8.0","0.005571030640668524","0.0","1.0","1.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349347237629886469","https://twitter.com/paulapivat/status/1349347237629886469","@austinschless I'd go with this book --&gt; https://t.co/eLBmKcZEEP

RStudio's Education page is pretty comprehensive as well 
--&gt; https://t.co/FAKScGUuA9

And if you're looking for a stats refresher, I found this book really well written --&gt; https://t.co/ksoV9YpDIC

Happy to talk R when you need!","2021-01-13 13:27 +0000","35.0","4.0","0.11428571428571428","0.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349337826786037763","https://twitter.com/paulapivat/status/1349337826786037763","@austinschless Thanks Austin! I used R, dplyr for wrangling and the GGally package for the correlation plots","2021-01-13 12:49 +0000","41.0","3.0","0.07317073170731707","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
